Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1443,Data Analytics Course,124,"5,353",240,13,4,0.032,"1,493",11/19/2024,Hydrabad,desktop,learn data analytics
A1444,Data Analytics Course,169,"5,380",200,27,6,0.036,"1,059",11/3/2024,Hydrabad,desktop,data anaytics training
A1445,Data Analytics Course,91,5104,$211.85,29,9,,"$1,309",11/16/2024,,Tablet,data analytics course
A1446,Data Analytics Course,145,,$236.03,24,8,,"$1,220",17/11/2024,,Desktop,online data analytic
A1447,Data Analytics Course,115,4345,$229.71,15,4,,"$1,467",11/26/2024,,mobile,data analytics course
A1448,Data Analytics Course,123,"3,527",239,21,3,0.024,"1,536",4/11/2024,Hydrabad,tablet,analytics for data
A1449,Data Analytics Course,101,"3,330",210,19,10,0.099,"1,296",11/14/2024,Hydrabad,mobile,data anaytics training
A1450,Data Analytics Course,141,"3,913",245,21,3,0.056,"1,904",11/15/2024,Hydrabad,desktop,analytics for data
A1451,Data Analytics Course,160,4597,$211.88,21,4,0.025,,11/21/2024,,Desktop,data anaytics training
A1452,Data Analytics Course,105,"3,008",207,21,4,0.038,"1,009",11/10/2024,Hydrabad,desktop,online data analytic
A1453,Data Analytics Course,178,"5,318",207,18,4,0.031,"1,421",11/20/2024,Hydrabad,desktop,data analitics online
A1454,Data Analytics Course,189,"5,244",242,29,3,0.016,"1,080",11/7/2024,Hydrabad,mobile,analytics for data
A1455,Data Analytics Course,114,"4,804",249,14,6,0.053,"1,879",5/11/2024,Hydrabad,mobile,data analytics course
A1456,Data Analytics Course,160,"5,920",201,30,7,0.047,"1,080",11/18/2024,Hydrabad,tablet,data analytics course
A1457,Data Analytics Course,101,5280,$234.72,18,9,,"$1,046",27/11/2024,,Tablet,data analytics course
A1458,Data Analytics Course,146,"3,887",207,26,9,0.062,"1,042",7/11/2024,Hydrabad,desktop,online data analytic
A1459,Data Analytics Course,128,4532,$183.28,11,,,"$1,571",25/11/2024,,Desktop,data anaytics training
A1460,Data Analytics Course,163,"4,125",246,27,5,0.031,"1,910",11/27/2024,Hydrabad,mobile,learn data analytics
A1461,Data Analytics Course,193,"5,571",214,19,8,0.059,"1,754",28/11/2024,Hydrabad,mobile,analytics for data
A1462,Data Analytics Course,179,"4,309",238,21,7,0.039,"1,719",11/14/2024,Hydrabad,mobile,data analytics course
A1463,Data Analytics Course,86,"5,538",223,22,7,0.037,"1,544",11/30/2024,Hydrabad,tablet,data anaytics training
A1464,Data Analytics Course,92,3162,$202.76,25,5,,"$1,577",1/11/2024,,mobile,data anaytics training
A1465,Data Analytics Course,125,5811,$194.92,14,,0.03,,11/22/2024,,Tablet,data anaytics training
A1466,Data Analytics Course,147,"3,112",207,12,8,0.054,"1,815",18/11/2024,Hydrabad,mobile,data analytics course
A1467,Data Analytics Course,143,4492,$188.98,13,3,0.056,,11/9/2024,,mobile,online data analytic
A1468,Data Analytics Course,181,,$208.33,22,8,0.044,"$1,932",11/5/2024,,Tablet,online data analytic
A1469,Data Analytics Course,164,"3,872",211,12,5,0.03,"1,532",11/12/2024,Hydrabad,tablet,data analitics online
A1470,Data Analytics Course,199,"4,255",213,14,6,0.054,"1,125",11/22/2024,Hydrabad,desktop,learn data analytics
A1471,Data Analytics Course,83,,$229.97,12,8,0.096,"$2,000",30/11/2024,,DESKTOP,analytics for data
A1472,Data Analytics Course,150,"5,619",192,23,6,0.04,"1,735",11/19/2024,Hydrabad,desktop,data anaytics training
A1473,Data Analytics Course,171,"5,157",183,24,9,0.046,"1,430",9/11/2024,Hydrabad,desktop,data analitics online
A1474,Data Analytics Course,139,"4,871",211,25,9,0.065,"1,247",11/29/2024,Hydrabad,mobile,data anaytics training
A1475,Data Analytics Course,117,"5,863",225,24,10,0.054,"1,580",16/11/2024,Hydrabad,mobile,data analitics online
A1476,Data Analytics Course,196,"3,205",189,24,8,0.041,"1,837",24/11/2024,Hydrabad,desktop,data analytics course
A1477,Data Analytics Course,184,"5,463",225,30,6,0.033,"1,565",11/26/2024,Hydrabad,tablet,data anaytics training
A1478,Data Analytics Course,103,5667,$232.48,26,8,,"$1,888",11/16/2024,,tablet,learn data analytics
A1479,Data Analytics Course,120,"4,666",181,30,3,0.053,"1,627",11/24/2024,Hydrabad,mobile,analytics for data
A1480,Data Analytics Course,148,3632,$214.46,28,10,,"$1,589",11/18/2024,,MOBILE,data anaytics training
A1481,Data Analytics Course,80,"3,834",181,15,3,0.037,"1,270",22/11/2024,Hydrabad,tablet,learn data analytics
A1482,Data Analytics Course,168,"3,934",246,24,6,0.041,"1,592",24/11/2024,Hydrabad,tablet,data analitics online
A1483,Data Analytics Course,136,"5,724",218,25,10,0.074,"1,268",11/18/2024,Hydrabad,desktop,data analytics course
A1484,Data Analytics Course,86,"4,763",244,11,8,0.093,"1,770",13/11/2024,Hydrabad,mobile,learn data analytics
A1485,Data Analytics Course,175,"3,095",237,22,4,0.023,"1,617",11/20/2024,Hydrabad,mobile,analytics for data
A1486,Data Analytics Course,173,"5,554",185,22,4,0.023,"1,000",11/1/2024,Hydrabad,desktop,data analytics course
A1487,Data Analytics Course,192,"3,407",223,29,9,0.047,"1,538",11/25/2024,Hydrabad,tablet,data anaytics training
A1488,Data Analytics Course,190,"4,465",241,28,5,0.026,"1,910",11/4/2024,Hydrabad,desktop,analytics for data
A1489,Data Analytics Course,161,"3,311",222,16,5,0.031,"1,006",2/11/2024,Hydrabad,tablet,online data analytic
A1490,Data Analytics Course,197,"3,265",200,15,3,0.015,"1,882",1/11/2024,Hydrabad,mobile,learn data analytics
A1491,Data Analytics Course,80,"4,969",211,25,3,0.037,"1,146",11/5/2024,Hydrabad,tablet,analytics for data
A1492,Data Analytics Course,145,"5,368",201,14,4,0.028,"1,125",11/27/2024,Hydrabad,tablet,learn data analytics
A1493,Data Analytics Course,90,"5,851",233,22,8,0.089,"1,421",11/28/2024,Hydrabad,desktop,learn data analytics
A1494,Data Analytics Course,109,4884,$228.13,11,8,,"$1,680",11/15/2024,,Desktop,data anaytics training
A1495,Data Analytics Course,130,5719,,10,5,0.03,"$1,208",11/23/2024,,Desktop,analytics for data
A1496,Data Analytics Course,179,"5,828",248,15,4,0.022,"1,127",11/14/2024,Hydrabad,mobile,analytics for data
A1497,Data Analytics Course,181,"4,935",239,15,5,0.03,"1,497",9/11/2024,Hydrabad,desktop,data anaytics training
A1498,Data Analytics Course,188,"4,491",202,24,7,0.037,"1,906",11/21/2024,Hydrabad,mobile,online data analytic
A1499,Data Analytics Course,139,"3,659",189,16,4,0.029,"1,892",11/29/2024,Hydrabad,desktop,data anaytics training
A1500,Data Analytics Course,99,4809,$210.60,24,8,0.081,,13/11/2024,,MOBILE,data analytics course
A1501,Data Analytics Course,95,"5,844",212,10,9,0.095,"1,444",11/8/2024,Hydrabad,tablet,learn data analytics
A1502,Data Analytics Course,131,5559,,28,5,0.035,"$1,604",11/29/2024,,Desktop,analytics for data
A1503,Data Analytics Course,190,4630,$217.60,27,4,,"$1,900",11/23/2024,,Tablet,data anaytics training
A1504,Data Analytics Course,123,3340,$225.16,23,8,,"$1,563",11/26/2024,,MOBILE,online data analytic
A1505,Data Analytics Course,97,"3,330",183,15,3,0.031,"1,102",11/14/2024,Hydrabad,tablet,data analitics online
A1506,Data Analytics Course,164,3117,$198.53,25,5,,"$1,749",11/29/2024,,MOBILE,analytics for data
A1507,Data Analytics Course,134,"3,562",248,24,10,0.075,"1,295",1/11/2024,Hydrabad,tablet,analytics for data
A1508,Data Analytics Course,117,"5,144",222,23,3,0.038,"1,338",11/11/2024,Hydrabad,mobile,analytics for data
A1509,Data Analytics Course,168,4375,,19,8,0.048,"$1,267",11/6/2024,,mobile,online data analytic
A1510,Data Analytics Course,173,"3,328",224,15,10,0.043,"1,904",11/28/2024,Hydrabad,mobile,online data analytic
A1511,Data Analytics Course,158,"4,336",238,26,9,0.052,"1,245",11/30/2024,Hydrabad,tablet,online data analytic
A1512,Data Analytics Course,135,5063,$195.58,22,6,0.044,,29/11/2024,,tablet,learn data analytics
A1513,Data Analytics Course,182,5993,,19,3,,"$1,254",19/11/2024,,DESKTOP,data anaytics training
A1514,Data Analytics Course,83,"3,926",237,22,5,0.06,"1,667",11/7/2024,Hydrabad,mobile,analytics for data
A1515,Data Analytics Course,85,5570,$221.73,14,7,,"$1,292",29/11/2024,,TABLET,data analitics online
A1516,Data Analytics Course,98,"5,571",208,15,7,0.071,"1,890",14/11/2024,Hydrabad,desktop,analytics for data
A1517,Data Analytics Course,151,"5,700",182,13,3,0.054,"1,255",11/23/2024,Hydrabad,mobile,data analytics course
A1518,Data Analytics Course,122,4441,$244.38,25,6,0.049,,2/11/2024,,DESKTOP,analytics for data
A1519,Data Analytics Course,84,"4,646",226,11,7,0.051,"1,596",11/30/2024,Hydrabad,tablet,analytics for data
A1520,Data Analytics Course,127,5964,$182.01,26,,,"$1,490",25/11/2024,,desktop,data analytics course
A1521,Data Analytics Course,148,"4,725",187,25,3,0.02,"1,586",11/15/2024,Hydrabad,mobile,learn data analytics
A1522,Data Analytics Course,85,4230,$233.73,18,8,,"$1,998",11/8/2024,,TABLET,data analytics course
A1523,Data Analytics Course,105,"3,880",247,19,8,0.051,"1,598",11/13/2024,Hydrabad,mobile,data anaytics training
A1524,Data Analytics Course,187,"3,842",214,28,5,0.031,"1,596",11/13/2024,Hydrabad,mobile,online data analytic
A1525,Data Analytics Course,153,"3,143",245,12,10,0.065,"1,365",11/15/2024,Hydrabad,mobile,online data analytic
A1526,Data Analytics Course,143,"5,781",209,21,9,0.05,"1,443",11/26/2024,Hydrabad,mobile,data analitics online
A1527,Data Analytics Course,183,"3,790",202,21,8,0.037,"1,215",26/11/2024,Hydrabad,desktop,data anaytics training
A1528,Data Analytics Course,172,4250,$235.20,28,7,,"$1,036",6/11/2024,,mobile,learn data analytics
A1529,Data Analytics Course,98,"3,800",240,16,3,0.031,"1,700",11/1/2024,Hydrabad,desktop,data analytics course
A1530,Data Analytics Course,87,"4,675",201,28,6,0.069,"1,428",11/20/2024,Hydrabad,mobile,analytics for data
A1531,Data Analytics Course,84,5711,$216.02,13,6,,"$1,654",11/17/2024,,DESKTOP,data anaytics training
A1532,Data Analytics Course,151,"3,022",191,13,4,0.026,"1,133",11/18/2024,Hydrabad,mobile,learn data analytics
A1533,Data Analytics Course,113,"5,407",203,15,9,0.037,"1,745",11/16/2024,Hydrabad,desktop,data anaytics training
A1534,Data Analytics Course,89,"5,095",202,22,4,0.056,"1,065",11/7/2024,Hydrabad,tablet,data analytics course
A1535,Data Analytics Course,174,"3,587",218,10,7,0.04,"1,226",22/11/2024,Hydrabad,mobile,data anaytics training
A1536,Data Analytics Course,166,5524,$205.53,25,7,,"$1,241",24/11/2024,,Mobile,analytics for data
A1537,Data Analytics Course,196,3777,$246.52,,5,0.026,"$1,159",11/15/2024,,desktop,data analytics course
A1538,Data Analytics Course,97,"3,480",233,22,3,0.031,"1,008",11/28/2024,Hydrabad,desktop,data analitics online
A1539,Data Analytics Course,89,4200,$200.98,23,8,,"$1,476",23/11/2024,,mobile,data analytics course
A1540,Data Analytics Course,130,"5,384",219,24,8,0.062,"1,943",11/28/2024,Hydrabad,mobile,learn data analytics
A1541,Data Analytics Course,103,"4,766",245,11,8,0.078,"1,488",11/8/2024,Hydrabad,desktop,analytics for data
A1542,Data Analytics Course,138,3322,$196.83,17,8,0.058,,11/1/2024,,desktop,online data analytic
A1543,Data Analytics Course,127,"4,625",208,17,3,0.024,"1,811",11/17/2024,Hydrabad,desktop,learn data analytics
A1544,Data Analytics Course,170,"4,689",196,26,6,0.035,"1,873",11/14/2024,Hydrabad,desktop,data analitics online
A1545,Data Analytics Course,115,3764,$197.47,20,5,,"$1,952",11/27/2024,,desktop,learn data analytics
A1546,Data Analytics Course,132,"3,365",198,17,9,0.068,"1,161",11/14/2024,Hydrabad,desktop,analytics for data
A1547,Data Analytics Course,168,"3,392",231,15,9,0.054,"1,504",11/11/2024,Hydrabad,mobile,online data analytic
A1548,Data Analytics Course,145,5978,$223.30,30,10,,"$1,859",11/20/2024,,Mobile,online data analytic
A1549,Data Analytics Course,163,"3,340",217,26,7,0.043,"1,751",24/11/2024,Hydrabad,tablet,data anaytics training
A1550,Data Analytics Course,84,"4,407",193,19,10,0.119,"1,221",11/3/2024,Hydrabad,tablet,learn data analytics
A1551,Data Analytics Course,124,"3,180",181,17,6,0.048,"1,822",11/11/2024,Hydrabad,mobile,online data analytic
A1552,Data Analytics Course,162,"4,947",234,23,6,0.045,"1,973",11/15/2024,Hydrabad,tablet,data analytics course
A1553,Data Analytics Course,119,"4,480",184,20,3,0.025,"1,985",22/11/2024,Hydrabad,mobile,online data analytic
A1554,Data Analytics Course,151,"5,595",247,24,4,0.026,"1,921",11/29/2024,Hydrabad,desktop,learn data analytics
A1555,Data Analytics Course,190,"4,808",200,16,6,0.032,"1,454",11/3/2024,Hydrabad,desktop,data analitics online
A1556,Data Analytics Course,138,"3,382",204,27,7,0.051,"1,386",5/11/2024,Hydrabad,tablet,learn data analytics
A1557,Data Analytics Course,100,"4,643",214,16,9,0.09,"1,179",11/3/2024,Hydrabad,tablet,online data analytic
A1558,Data Analytics Course,187,5400,$210.00,14,7,,"$1,945",11/15/2024,,desktop,analytics for data
A1559,Data Analytics Course,176,3400,$191.50,29,3,,"$1,429",28/11/2024,,mobile,online data analytic
A1560,Data Analytics Course,117,4223,,28,6,0.059,"$1,489",11/10/2024,,mobile,data anaytics training
A1561,Data Analytics Course,196,,$206.31,24,8,0.051,"$1,426",11/23/2024,,tablet,data analitics online
A1562,Data Analytics Course,155,3864,$222.17,12,3,,"$1,407",11/21/2024,,mobile,data anaytics training
A1563,Data Analytics Course,188,"3,838",241,15,3,0.016,"1,951",10/11/2024,Hydrabad,mobile,data analytics course
A1564,Data Analytics Course,81,"5,659",223,25,4,0.057,"1,654",11/19/2024,Hydrabad,tablet,data analitics online
A1565,Data Analytics Course,125,4794,,28,7,0.051,"$1,453",11/22/2024,,DESKTOP,data analitics online
A1566,Data Analytics Course,158,"5,214",222,21,3,0.019,"1,630",3/11/2024,Hydrabad,desktop,data analytics course
A1567,Data Analytics Course,133,5762,$196.02,10,5,0.038,,11/3/2024,,TABLET,data analytics course
A1568,Data Analytics Course,128,"5,026",240,15,9,0.07,"1,745",11/25/2024,Hydrabad,mobile,analytics for data
A1569,Data Analytics Course,148,"3,883",181,30,4,0.027,"1,966",11/16/2024,Hydrabad,desktop,analytics for data
A1570,Data Analytics Course,92,4605,$234.69,29,3,,"$1,264",11/30/2024,,mobile,data anaytics training
A1571,Data Analytics Course,147,,$205.83,25,8,,"$1,728",11/2/2024,,desktop,data analytics course
A1572,Data Analytics Course,136,"5,454",248,13,6,0.044,"1,687",11/6/2024,Hydrabad,mobile,data analitics online
A1573,Data Analytics Course,132,"4,957",220,28,6,0.045,"1,218",3/11/2024,Hydrabad,mobile,online data analytic
A1574,Data Analytics Course,173,,$241.61,28,3,0.017,"$1,191",11/13/2024,,TABLET,learn data analytics
A1575,Data Analytics Course,85,"4,747",224,26,5,0.059,"1,087",1/11/2024,Hydrabad,tablet,data analytics course
A1576,Data Analytics Course,129,"5,874",200,12,5,0.039,"1,405",11/29/2024,Hydrabad,tablet,online data analytic
A1577,Data Analytics Course,181,4730,$243.35,16,4,,"$1,975",11/20/2024,,mobile,online data analytic
A1578,Data Analytics Course,85,"5,341",250,21,6,0.032,"1,388",11/10/2024,Hydrabad,mobile,online data analytic
A1579,Data Analytics Course,92,4327,$188.60,14,7,,"$1,140",11/22/2024,,Tablet,data anaytics training
A1580,Data Analytics Course,192,,$180.82,27,4,0.021,"$1,847",9/11/2024,,MOBILE,data anaytics training
A1581,Data Analytics Course,146,"4,484",195,27,9,0.052,"1,234",11/2/2024,Hydrabad,tablet,data anaytics training
A1582,Data Analytics Course,178,"4,311",205,18,4,0.022,"1,671",11/18/2024,Hydrabad,tablet,analytics for data
A1583,Data Analytics Course,197,"3,009",233,22,9,0.046,"1,374",18/11/2024,Hydrabad,tablet,analytics for data
A1584,Data Analytics Course,176,"3,110",205,23,5,0.028,"1,746",11/19/2024,Hydrabad,desktop,online data analytic
A1585,Data Analytics Course,98,3365,$224.28,27,9,,"$1,108",27/11/2024,,Desktop,data anaytics training
A1586,Data Analytics Course,105,"3,274",188,24,4,0.038,"1,360",11/9/2024,Hydrabad,desktop,learn data analytics
A1587,Data Analytics Course,113,"3,231",210,19,10,0.041,"1,234",11/15/2024,Hydrabad,desktop,online data analytic
A1588,Data Analytics Course,,3440,$246.53,13,10,,"$1,217",27/11/2024,,tablet,online data analytic
A1589,Data Analytics Course,88,"5,196",197,26,5,0.057,"1,438",11/3/2024,Hydrabad,desktop,online data analytic
A1590,Data Analytics Course,106,"5,321",240,11,7,0.066,"1,910",24/11/2024,Hydrabad,desktop,data anaytics training
A1591,Data Analytics Course,148,"5,841",243,15,7,0.047,"1,535",29/11/2024,Hydrabad,mobile,data analitics online
A1592,Data Analytics Course,174,,$227.96,25,5,0.029,"$1,566",11/15/2024,,Tablet,online data analytic
A1593,Data Analytics Course,196,5776,$227.24,30,4,0.02,,4/11/2024,,mobile,data anaytics training
A1594,Data Analytics Course,128,"4,729",243,25,9,0.031,"1,782",11/23/2024,Hydrabad,desktop,learn data analytics
A1595,Data Analytics Course,163,"5,371",216,29,7,0.043,"1,906",11/5/2024,Hydrabad,tablet,data analytics course
A1596,Data Analytics Course,183,"5,268",204,17,5,0.027,"1,731",11/12/2024,Hydrabad,mobile,learn data analytics
A1597,Data Analytics Course,196,"5,386",224,23,4,0.02,"1,423",11/30/2024,Hydrabad,tablet,learn data analytics
A1598,Data Analytics Course,121,4432,$218.71,25,10,,"$1,568",11/13/2024,,desktop,analytics for data
A1599,Data Analytics Course,174,"3,031",242,25,6,0.034,"1,381",11/8/2024,Hydrabad,mobile,online data analytic
A1600,Data Analytics Course,142,5999,$214.05,27,,,"$1,064",11/21/2024,,desktop,analytics for data
A1601,Data Analytics Course,118,"3,274",223,10,3,0.025,"1,716",9/11/2024,Hydrabad,tablet,analytics for data
A1602,Data Analytics Course,118,"5,889",193,17,10,0.085,"1,789",11/10/2024,Hydrabad,desktop,online data analytic
A1603,Data Analytics Course,149,"5,601",222,15,6,0.04,"1,514",25/11/2024,Hydrabad,desktop,analytics for data
A1604,Data Analytics Course,127,"4,295",213,26,10,0.079,"1,713",19/11/2024,Hydrabad,tablet,data analytics course
A1605,Data Analytics Course,195,5135,$226.37,17,3,,,11/24/2024,,desktop,data anaytics training
A1606,Data Analytics Course,173,5233,$229.38,28,7,,"$1,322",11/16/2024,,MOBILE,learn data analytics
A1607,Data Analytics Course,131,"5,727",219,28,4,0.031,"1,631",11/7/2024,Hydrabad,mobile,data anaytics training
A1608,Data Analytics Course,105,"4,691",213,21,3,0.035,"1,276",11/22/2024,Hydrabad,desktop,analytics for data
A1609,Data Analytics Course,104,3409,$207.63,19,4,,"$1,195",11/16/2024,,Mobile,analytics for data
A1610,Data Analytics Course,139,"4,333",230,19,6,0.043,"1,407",21/11/2024,Hydrabad,desktop,analytics for data
A1611,Data Analytics Course,110,4430,$197.84,23,5,0.045,,11/15/2024,,Mobile,learn data analytics
A1612,Data Analytics Course,193,4860,$181.27,14,5,0.026,,11/16/2024,,desktop,online data analytic
A1613,Data Analytics Course,109,"4,396",189,11,10,0.092,"1,451",18/11/2024,Hydrabad,mobile,data anaytics training
A1614,Data Analytics Course,141,"5,000",224,29,10,0.071,"1,909",11/12/2024,Hydrabad,tablet,data analitics online
A1615,Data Analytics Course,182,"3,487",212,23,7,0.038,"1,027",11/24/2024,Hydrabad,mobile,data analitics online
A1616,Data Analytics Course,179,"4,236",245,23,7,0.039,"1,822",11/7/2024,Hydrabad,mobile,learn data analytics
A1617,Data Analytics Course,89,5349,,,8,0.09,"$1,371",28/11/2024,,Tablet,data analitics online
A1618,Data Analytics Course,181,5678,$226.89,22,10,,"$1,992",11/2/2024,,tablet,data anaytics training
A1619,Data Analytics Course,85,"5,247",220,15,7,0.082,"1,612",11/20/2024,Hydrabad,desktop,analytics for data
A1620,Data Analytics Course,179,3685,$202.66,15,,0.039,"$1,634",11/18/2024,,DESKTOP,data analytics course
A1621,Data Analytics Course,172,"5,862",202,23,4,0.023,"1,469",11/28/2024,Hydrabad,desktop,online data analytic
A1622,Data Analytics Course,196,"5,040",197,11,9,0.046,"1,774",22/11/2024,Hydrabad,desktop,data analytics course
A1623,Data Analytics Course,,"3,423",224,30,4,0.055,"1,480",11/3/2024,Hydrabad,desktop,analytics for data
A1624,Data Analytics Course,135,5981,$228.66,26,6,,"$1,515",12/11/2024,,Desktop,data anaytics training
A1625,Data Analytics Course,97,"3,495",231,16,6,0.062,"1,675",11/23/2024,Hydrabad,tablet,analytics for data
A1626,Data Analytics Course,137,"3,702",215,25,9,0.066,"1,010",10/11/2024,Hydrabad,desktop,learn data analytics
A1627,Data Analytics Course,164,"3,405",218,10,3,0.018,"1,885",11/30/2024,Hydrabad,desktop,data analitics online
A1628,Data Analytics Course,178,"3,370",181,25,9,0.051,"1,830",11/24/2024,Hydrabad,desktop,online data analytic
A1629,Data Analytics Course,146,4455,$227.13,16,5,,"$1,040",24/11/2024,,TABLET,online data analytic
A1630,Data Analytics Course,149,"4,670",218,10,10,0.067,"1,623",11/2/2024,Hydrabad,mobile,analytics for data
A1631,Data Analytics Course,193,4287,$204.62,15,3,,"$1,800",11/9/2024,,TABLET,data anaytics training
A1632,Data Analytics Course,,3546,$183.41,27,7,,"$1,701",11/28/2024,,Mobile,data anaytics training
A1633,Data Analytics Course,106,"4,740",229,19,3,0.028,"1,149",11/11/2024,Hydrabad,desktop,online data analytic
A1634,Data Analytics Course,131,5642,$184.57,20,9,,"$1,827",16/11/2024,,mobile,data analytics course
A1635,Data Analytics Course,111,4161,$185.58,10,7,,"$1,434",11/4/2024,,desktop,data anaytics training
A1636,Data Analytics Course,144,"4,241",181,24,5,0.035,"1,693",11/19/2024,Hydrabad,mobile,online data analytic
A1637,Data Analytics Course,151,5875,$192.46,28,,,"$1,459",11/18/2024,,MOBILE,data analitics online
A1638,Data Analytics Course,146,5457,,15,5,0.034,"$1,029",11/2/2024,,desktop,data analytics course
A1639,Data Analytics Course,133,"4,780",199,22,4,0.03,"1,905",9/11/2024,Hydrabad,tablet,online data analytic
A1640,Data Analytics Course,,"5,922",239,12,3,0.048,"1,733",11/6/2024,Hydrabad,desktop,data analytics course
A1641,Data Analytics Course,82,"3,454",228,30,7,0.049,"1,463",11/9/2024,Hydrabad,desktop,learn data analytics
A1642,Data Analytics Course,135,"3,449",200,17,5,0.037,"1,950",11/7/2024,Hydrabad,mobile,data analytics course
A1643,Data Analytics Course,199,"4,287",236,12,10,0.05,"1,276",11/10/2024,Hydrabad,tablet,data analytics course
A1644,Data Analytics Course,123,"5,000",188,25,3,0.024,"1,351",11/7/2024,Hydrabad,tablet,data analitics online
A1645,Data Analytics Course,154,"3,437",212,28,4,0.026,"1,604",11/14/2024,Hydrabad,tablet,data anaytics training
A1646,Data Analytics Course,88,"3,475",192,12,7,0.08,"1,204",11/25/2024,Hydrabad,desktop,online data analytic
A1647,Data Analytics Course,165,"4,889",180,21,4,0.024,"1,458",11/19/2024,Hydrabad,mobile,analytics for data
A1648,Data Analytics Course,87,"3,639",221,22,3,0.036,"1,231",11/14/2024,Hydrabad,mobile,analytics for data
A1649,Data Analytics Course,147,"3,959",181,27,9,0.061,"1,627",11/26/2024,Hydrabad,mobile,analytics for data
A1650,Data Analytics Course,137,"5,400",180,10,10,0.073,"1,375",11/29/2024,Hydrabad,tablet,analytics for data
A1651,Data Analytics Course,188,"5,528",245,13,10,0.053,"1,202",11/29/2024,Hydrabad,desktop,analytics for data
A1652,Data Analytics Course,162,"5,456",194,10,6,0.037,"1,992",11/29/2024,Hydrabad,tablet,online data analytic
A1653,Data Analytics Course,102,"4,308",222,13,7,0.06,"1,096",11/8/2024,Hydrabad,mobile,data analitics online
A1654,Data Analytics Course,120,"3,245",196,15,9,0.075,"1,056",11/22/2024,Hydrabad,desktop,data anaytics training
A1655,Data Analytics Course,125,"3,339",205,18,4,0.054,"1,985",28/11/2024,Hydrabad,desktop,data analytics course
A1656,Data Analytics Course,155,5977,$187.28,16,7,,"$1,607",11/10/2024,,DESKTOP,online data analytic
A1657,Data Analytics Course,137,"4,231",226,25,5,0.036,"1,078",11/12/2024,Hydrabad,tablet,analytics for data
A1658,Data Analytics Course,91,"4,506",196,12,3,0.045,"1,179",11/22/2024,Hydrabad,tablet,learn data analytics
A1659,Data Analytics Course,87,"4,869",221,29,5,0.057,"1,480",11/5/2024,Hydrabad,desktop,data anaytics training
A1660,Data Analytics Course,124,5716,$217.84,28,8,,"$1,791",11/24/2024,,MOBILE,data anaytics training
A1661,Data Analytics Course,128,"3,243",208,14,6,0.037,"1,514",2/11/2024,Hydrabad,mobile,online data analytic
A1662,Data Analytics Course,111,3911,$239.24,28,9,,"$1,097",11/1/2024,,tablet,online data analytic
A1663,Data Analytics Course,89,"3,982",210,27,7,0.079,"1,920",4/11/2024,Hydrabad,desktop,data analytics course
A1664,Data Analytics Course,107,5299,$207.36,19,8,,"$1,567",11/26/2024,,tablet,data anaytics training
A1665,Data Analytics Course,181,4150,$236.69,15,5,,"$1,251",11/10/2024,,MOBILE,data analitics online
A1666,Data Analytics Course,110,"5,925",188,29,9,0.082,"1,682",23/11/2024,Hydrabad,desktop,data anaytics training
A1667,Data Analytics Course,85,"4,010",195,17,4,0.042,"1,853",6/11/2024,Hydrabad,mobile,data analitics online
A1668,Data Analytics Course,125,5767,,12,8,0.035,"$1,020",11/19/2024,,Tablet,data analitics online
A1669,Data Analytics Course,163,,,11,3,0.018,"$1,819",11/20/2024,,TABLET,data anaytics training
A1670,Data Analytics Course,129,"3,787",230,10,6,0.047,"1,221",11/13/2024,Hydrabad,desktop,online data analytic
A1671,Data Analytics Course,112,"4,834",212,11,7,0.062,"1,524",11/27/2024,Hydrabad,mobile,data analitics online
A1672,Data Analytics Course,104,"3,031",188,13,6,0.043,"1,998",11/5/2024,Hydrabad,desktop,data anaytics training
A1673,Data Analytics Course,132,"3,754",181,21,10,0.076,"1,601",11/24/2024,Hydrabad,mobile,online data analytic
A1674,Data Analytics Course,113,3281,$241.85,16,6,0.053,,8/11/2024,,Tablet,data analitics online
A1675,Data Analytics Course,109,4910,$236.20,,8,0.054,"$1,145",11/8/2024,,TABLET,data anaytics training
A1676,Data Analytics Course,144,"5,026",232,14,4,0.028,"1,645",11/10/2024,Hydrabad,desktop,data analytics course
A1677,Data Analytics Course,179,"5,091",239,10,6,0.034,"1,259",24/11/2024,Hydrabad,mobile,learn data analytics
A1678,Data Analytics Course,,5622,$190.87,14,8,,"$1,400",17/11/2024,,mobile,analytics for data
A1679,Data Analytics Course,116,"4,538",222,23,9,0.078,"1,639",11/24/2024,Hydrabad,desktop,data anaytics training
A1680,Data Analytics Course,89,"3,509",192,27,9,0.101,"1,564",11/12/2024,Hydrabad,mobile,online data analytic
A1681,Data Analytics Course,96,"3,346",248,15,7,0.073,"1,118",11/28/2024,Hydrabad,desktop,data analitics online
A1682,Data Analytics Course,193,"4,706",213,24,8,0.046,"1,058",11/9/2024,Hydrabad,desktop,data analytics course
A1683,Data Analytics Course,122,"3,896",194,23,3,0.025,"1,355",21/11/2024,Hydrabad,mobile,data analytics course
A1684,Data Analytics Course,133,3332,$201.59,14,7,,"$1,943",11/15/2024,,TABLET,data analytics course
A1685,Data Analytics Course,177,"5,738",249,11,7,0.04,"1,435",16/11/2024,Hydrabad,mobile,data anaytics training
